,pos,contig_id,proteins,origin,order,family,genus
3649,3649,biochar_3326,24,,,,
3650,3650,biochar_3328,26,,,,
3651,3651,biochar_3329,30,,,,
3652,3652,biochar_333,79,,,,
3653,3653,biochar_3330,17,,,,
3654,3654,biochar_3334,15,,,,
3655,3655,biochar_3335,15,,,,
3656,3656,biochar_334,71,,,,
3657,3657,biochar_3341,24,,,,
3658,3658,biochar_3342,13,,,,
3659,3659,biochar_3345,21,,,,
3660,3660,biochar_3346,23,,,,
3661,3661,biochar_3348,21,,,,
3662,3662,biochar_335,82,,,,
3663,3663,biochar_3350,22,,,,
3664,3664,biochar_3353,15,,,,
3665,3665,biochar_3354,21,,,,
3666,3666,biochar_3355,26,,,,
3667,3667,biochar_3359,24,,,,
3668,3668,biochar_3361,21,,,,
3669,3669,biochar_3362,13,,,,
3670,3670,biochar_3363,14,,,,
3671,3671,biochar_3364,43,,,,
3672,3672,biochar_3365,15,,,,
3673,3673,biochar_3369,33,,,,
3674,3674,biochar_337,66,,,,
3675,3675,biochar_3371,20,,,,
3676,3676,biochar_3374,27,,,,
3677,3677,biochar_3377,15,,,,
3678,3678,biochar_3378,20,,,,
3679,3679,biochar_338,74,,,,
3680,3680,biochar_3383,17,,,,
3681,3681,biochar_3385,20,,,,
3682,3682,biochar_3386,21,,,,
3683,3683,biochar_3387,36,,,,
3684,3684,biochar_339,76,,,,
3685,3685,biochar_3390,33,,,,
3686,3686,biochar_3391,18,,,,
3687,3687,biochar_3394,21,,,,
3688,3688,biochar_3395,12,,,,
3689,3689,biochar_3399,26,,,,
3690,3690,biochar_34,122,,,,
3691,3691,biochar_3400,24,,,,
3692,3692,biochar_3405,24,,,,
3693,3693,biochar_3407,19,,,,
3694,3694,biochar_3408,23,,,,
3695,3695,biochar_3409,15,,,,
3696,3696,biochar_341,79,,,,
3697,3697,biochar_3410,25,,,,
3698,3698,biochar_3411,31,,,,
3699,3699,biochar_3412,22,,,,
3700,3700,biochar_3417,21,,,,
3701,3701,biochar_3419,32,,,,
3702,3702,biochar_342,69,,,,
3703,3703,biochar_3420,20,,,,
3704,3704,biochar_3421,41,,,,
3705,3705,biochar_3422,38,,,,
3706,3706,biochar_3423,28,,,,
3707,3707,biochar_3427,18,,,,
3708,3708,biochar_3428,22,,,,
3709,3709,biochar_3430,13,,,,
3710,3710,biochar_3431,21,,,,
3711,3711,biochar_3433,28,,,,
3712,3712,biochar_3434,27,,,,
3713,3713,biochar_3436,18,,,,
3714,3714,biochar_3437,17,,,,
3715,3715,biochar_344,65,,,,
3716,3716,biochar_3446,13,,,,
3717,3717,biochar_3447,27,,,,
3718,3718,biochar_3448,21,,,,
3719,3719,biochar_345,81,,,,
3720,3720,biochar_3455,18,,,,
3721,3721,biochar_346,79,,,,
3722,3722,biochar_3460,32,,,,
3723,3723,biochar_3463,13,,,,
3724,3724,biochar_3466,27,,,,
3725,3725,biochar_3469,17,,,,
3726,3726,biochar_347,78,,,,
3727,3727,biochar_3470,21,,,,
3728,3728,biochar_3474,17,,,,
3729,3729,biochar_3477,16,,,,
3730,3730,biochar_3478,21,,,,
3731,3731,biochar_348,85,,,,
3732,3732,biochar_3480,11,,,,
3733,3733,biochar_3482,20,,,,
3734,3734,biochar_3483,29,,,,
3735,3735,biochar_3486,22,,,,
3736,3736,biochar_3490,16,,,,
3737,3737,biochar_3492,20,,,,
3738,3738,biochar_3496,15,,,,
3739,3739,biochar_3498,21,,,,
3740,3740,biochar_35,99,,,,
3741,3741,biochar_3501,24,,,,
3742,3742,biochar_3503,20,,,,
3743,3743,biochar_3504,17,,,,
3744,3744,biochar_3508,19,,,,
3745,3745,biochar_3509,24,,,,
3746,3746,biochar_3510,19,,,,
3747,3747,biochar_3511,27,,,,
3748,3748,biochar_352,93,,,,
3749,3749,biochar_3520,21,,,,
3750,3750,biochar_3522,21,,,,
3751,3751,biochar_3523,20,,,,
3752,3752,biochar_3528,23,,,,
3753,3753,biochar_3529,15,,,,
3754,3754,biochar_3534,20,,,,
3755,3755,biochar_3535,16,,,,
3756,3756,biochar_3538,24,,,,
3757,3757,biochar_354,77,,,,
3758,3758,biochar_3544,23,,,,
3759,3759,biochar_3546,18,,,,
3760,3760,biochar_3549,10,,,,
3761,3761,biochar_355,83,,,,
3762,3762,biochar_3551,26,,,,
3763,3763,biochar_3552,21,,,,
3764,3764,biochar_356,68,,,,
3765,3765,biochar_3561,25,,,,
3766,3766,biochar_3567,19,,,,
3767,3767,biochar_3571,13,,,,
3768,3768,biochar_3574,16,,,,
3769,3769,biochar_3575,22,,,,
3770,3770,biochar_3576,19,,,,
3771,3771,biochar_3577,19,,,,
3772,3772,biochar_3581,16,,,,
3773,3773,biochar_3584,23,,,,
3774,3774,biochar_3587,23,,,,
3775,3775,biochar_3589,32,,,,
3776,3776,biochar_3590,19,,,,
3777,3777,biochar_3591,17,,,,
3778,3778,biochar_3592,22,,,,
3779,3779,biochar_3593,15,,,,
3780,3780,biochar_3594,18,,,,
3781,3781,biochar_3596,16,,,,
3782,3782,biochar_3598,26,,,,
3783,3783,biochar_360,77,,,,
3784,3784,biochar_3601,31,,,,
3785,3785,biochar_3602,18,,,,
3786,3786,biochar_3603,29,,,,
3787,3787,biochar_3605,24,,,,
3788,3788,biochar_3607,22,,,,
3789,3789,biochar_3609,33,,,,
3790,3790,biochar_3611,17,,,,
3791,3791,biochar_3612,21,,,,
3792,3792,biochar_3618,10,,,,
3793,3793,biochar_3623,19,,,,
3794,3794,biochar_3624,20,,,,
3795,3795,biochar_3626,14,,,,
3796,3796,biochar_3627,23,,,,
3797,3797,biochar_3629,22,,,,
3798,3798,biochar_363,81,,,,
3799,3799,biochar_3630,14,,,,
3800,3800,biochar_3631,28,,,,
3801,3801,biochar_3632,28,,,,
3802,3802,biochar_3633,30,,,,
3803,3803,biochar_3635,12,,,,
3804,3804,biochar_3639,22,,,,
3805,3805,biochar_364,59,,,,
3806,3806,biochar_3640,20,,,,
3807,3807,biochar_3643,26,,,,
3808,3808,biochar_3645,29,,,,
3809,3809,biochar_365,106,,,,
3810,3810,biochar_3650,15,,,,
3811,3811,biochar_3653,16,,,,
3812,3812,biochar_3657,20,,,,
3813,3813,biochar_366,87,,,,
3814,3814,biochar_3660,13,,,,
3815,3815,biochar_3662,30,,,,
3816,3816,biochar_3663,16,,,,
3817,3817,biochar_3664,30,,,,
3818,3818,biochar_3665,13,,,,
3819,3819,biochar_3669,16,,,,
3820,3820,biochar_367,77,,,,
3821,3821,biochar_3675,19,,,,
3822,3822,biochar_3678,15,,,,
3823,3823,biochar_3679,18,,,,
3824,3824,biochar_368,76,,,,
3825,3825,biochar_3682,25,,,,
3826,3826,biochar_3683,11,,,,
3827,3827,biochar_3684,18,,,,
3828,3828,biochar_3687,17,,,,
3829,3829,biochar_3688,22,,,,
3830,3830,biochar_369,73,,,,
3831,3831,biochar_3691,15,,,,
3832,3832,biochar_3692,35,,,,
3833,3833,biochar_3693,8,,,,
3834,3834,biochar_37,129,,,,
3835,3835,biochar_3700,26,,,,
3836,3836,biochar_3701,24,,,,
3837,3837,biochar_3702,22,,,,
3838,3838,biochar_3703,33,,,,
3839,3839,biochar_3704,14,,,,
3840,3840,biochar_3707,18,,,,
3841,3841,biochar_3714,24,,,,
3842,3842,biochar_3715,17,,,,
3843,3843,biochar_372,70,,,,
3844,3844,biochar_3724,10,,,,
3845,3845,biochar_3727,26,,,,
3846,3846,biochar_3730,14,,,,
3847,3847,biochar_3731,23,,,,
3848,3848,biochar_3735,13,,,,
3849,3849,biochar_3736,20,,,,
3850,3850,biochar_3737,24,,,,
3851,3851,biochar_3738,32,,,,
3852,3852,biochar_3739,33,,,,
3853,3853,biochar_3740,19,,,,
3854,3854,biochar_3741,20,,,,
3855,3855,biochar_3746,12,,,,
3856,3856,biochar_3748,16,,,,
3857,3857,biochar_3749,15,,,,
3858,3858,biochar_375,73,,,,
3859,3859,biochar_3751,16,,,,
3860,3860,biochar_3753,34,,,,
3861,3861,biochar_3754,13,,,,
3862,3862,biochar_3758,20,,,,
3863,3863,biochar_3759,24,,,,
3864,3864,biochar_3760,16,,,,
3865,3865,biochar_3761,21,,,,
3866,3866,biochar_377,70,,,,
3867,3867,biochar_3772,20,,,,
3868,3868,biochar_3775,22,,,,
3869,3869,biochar_3778,16,,,,
3870,3870,biochar_3779,38,,,,
3871,3871,biochar_3781,14,,,,
3872,3872,biochar_3783,17,,,,
3873,3873,biochar_3785,18,,,,
3874,3874,biochar_3787,16,,,,
3875,3875,biochar_3789,16,,,,
3876,3876,biochar_379,34,,,,
3877,3877,biochar_3793,28,,,,
3878,3878,biochar_3795,19,,,,
3879,3879,biochar_3798,16,,,,
3880,3880,biochar_3799,23,,,,
3881,3881,biochar_38,114,,,,
3882,3882,biochar_380,80,,,,
3883,3883,biochar_3800,19,,,,
3884,3884,biochar_3801,19,,,,
3885,3885,biochar_3805,15,,,,
3886,3886,biochar_3809,20,,,,
3887,3887,biochar_381,72,,,,
3888,3888,biochar_3810,16,,,,
3889,3889,biochar_3811,14,,,,
3890,3890,biochar_3812,22,,,,
3891,3891,biochar_3814,27,,,,
3892,3892,biochar_3816,25,,,,
3893,3893,biochar_3817,16,,,,
3894,3894,biochar_3819,19,,,,
3895,3895,biochar_382,71,,,,
3896,3896,biochar_3820,19,,,,
3897,3897,biochar_3822,22,,,,
3898,3898,biochar_3824,15,,,,
3899,3899,biochar_3828,20,,,,
3900,3900,biochar_3831,18,,,,
3901,3901,biochar_3832,18,,,,
3902,3902,biochar_3834,24,,,,
3903,3903,biochar_3836,18,,,,
3904,3904,biochar_3837,17,,,,
3905,3905,biochar_3838,19,,,,
3906,3906,biochar_3839,19,,,,
3907,3907,biochar_384,78,,,,
3908,3908,biochar_3841,12,,,,
3909,3909,biochar_3842,28,,,,
3910,3910,biochar_3844,32,,,,
3911,3911,biochar_3849,18,,,,
3912,3912,biochar_385,78,,,,
3913,3913,biochar_3850,17,,,,
3914,3914,biochar_3855,22,,,,
3915,3915,biochar_3857,14,,,,
3916,3916,biochar_3858,19,,,,
3917,3917,biochar_386,70,,,,
3918,3918,biochar_3860,23,,,,
3919,3919,biochar_3861,28,,,,
3920,3920,biochar_3862,18,,,,
3921,3921,biochar_3863,19,,,,
3922,3922,biochar_3864,24,,,,
3923,3923,biochar_3865,21,,,,
3924,3924,biochar_3866,30,,,,
3925,3925,biochar_3867,23,,,,
3926,3926,biochar_3868,18,,,,
3927,3927,biochar_3871,14,,,,
3928,3928,biochar_3874,17,,,,
3929,3929,biochar_3875,18,,,,
3930,3930,biochar_3879,30,,,,
3931,3931,biochar_388,71,,,,
3932,3932,biochar_3883,16,,,,
3933,3933,biochar_3884,29,,,,
3934,3934,biochar_3885,20,,,,
3935,3935,biochar_3888,11,,,,
3936,3936,biochar_389,55,,,,
3937,3937,biochar_3897,9,,,,
3938,3938,biochar_390,69,,,,
3939,3939,biochar_3901,18,,,,
3940,3940,biochar_3903,39,,,,
3941,3941,biochar_3904,3,,,,
3942,3942,biochar_3906,42,,,,
3943,3943,biochar_3908,15,,,,
3944,3944,biochar_3911,14,,,,
3945,3945,biochar_3915,25,,,,
3946,3946,biochar_3916,22,,,,
3947,3947,biochar_392,72,,,,
3948,3948,biochar_3920,12,,,,
3949,3949,biochar_3925,21,,,,
3950,3950,biochar_3928,15,,,,
3951,3951,biochar_3929,23,,,,
3952,3952,biochar_393,74,,,,
3953,3953,biochar_3930,12,,,,
3954,3954,biochar_3931,12,,,,
3955,3955,biochar_3933,19,,,,
3956,3956,biochar_3935,29,,,,
3957,3957,biochar_3937,23,,,,
3958,3958,biochar_3938,18,,,,
3959,3959,biochar_3939,28,,,,
3960,3960,biochar_394,51,,,,
3961,3961,biochar_3940,27,,,,
3962,3962,biochar_395,89,,,,
3963,3963,biochar_3950,24,,,,
3964,3964,biochar_3951,17,,,,
3965,3965,biochar_3952,16,,,,
3966,3966,biochar_3953,21,,,,
3967,3967,biochar_3954,14,,,,
3968,3968,biochar_3957,26,,,,
3969,3969,biochar_3958,29,,,,
3970,3970,biochar_396,61,,,,
3971,3971,biochar_3961,28,,,,
3972,3972,biochar_3962,27,,,,
3973,3973,biochar_3963,19,,,,
3974,3974,biochar_3966,17,,,,
3975,3975,biochar_3967,18,,,,
3976,3976,biochar_3968,20,,,,
3977,3977,biochar_397,68,,,,
3978,3978,biochar_3970,22,,,,
3979,3979,biochar_3971,20,,,,
3980,3980,biochar_3979,21,,,,
3981,3981,biochar_398,65,,,,
3982,3982,biochar_3982,22,,,,
3983,3983,biochar_3983,15,,,,
3984,3984,biochar_3984,12,,,,
3985,3985,biochar_3987,17,,,,
3986,3986,biochar_3988,18,,,,
3987,3987,biochar_399,75,,,,
3988,3988,biochar_3992,24,,,,
3989,3989,biochar_3999,16,,,,
3990,3990,biochar_4,243,,,,
3991,3991,biochar_40,105,,,,
3992,3992,biochar_4000,17,,,,
3993,3993,biochar_4001,13,,,,
3994,3994,biochar_4002,18,,,,
3995,3995,biochar_4004,22,,,,
3996,3996,biochar_4005,24,,,,
3997,3997,biochar_4009,27,,,,
3998,3998,biochar_401,69,,,,
3999,3999,biochar_4012,22,,,,
4000,4000,biochar_4021,31,,,,
4001,4001,biochar_4024,18,,,,
4002,4002,biochar_4026,34,,,,
4003,4003,biochar_403,60,,,,
4004,4004,biochar_4030,15,,,,
4005,4005,biochar_4031,20,,,,
4006,4006,biochar_4032,16,,,,
4007,4007,biochar_4033,18,,,,
4008,4008,biochar_4035,17,,,,
4009,4009,biochar_4039,9,,,,
4010,4010,biochar_404,78,,,,
4011,4011,biochar_4040,14,,,,
4012,4012,biochar_4041,18,,,,
4013,4013,biochar_4042,20,,,,
4014,4014,biochar_4045,22,,,,
4015,4015,biochar_4048,33,,,,
4016,4016,biochar_405,77,,,,
4017,4017,biochar_4050,21,,,,
4018,4018,biochar_4053,16,,,,
4019,4019,biochar_4055,18,,,,
4020,4020,biochar_4059,24,,,,
4021,4021,biochar_4060,15,,,,
4022,4022,biochar_4061,24,,,,
4023,4023,biochar_4063,16,,,,
4024,4024,biochar_4065,15,,,,
4025,4025,biochar_4067,17,,,,
4026,4026,biochar_4077,29,,,,
4027,4027,biochar_4078,15,,,,
4028,4028,biochar_4079,16,,,,
4029,4029,biochar_4081,19,,,,
4030,4030,biochar_4082,27,,,,
4031,4031,biochar_4083,14,,,,
4032,4032,biochar_4084,17,,,,
4033,4033,biochar_4085,31,,,,
4034,4034,biochar_4095,16,,,,
4035,4035,biochar_4098,15,,,,
4036,4036,biochar_4099,20,,,,
4037,4037,biochar_410,49,,,,
4038,4038,biochar_4102,21,,,,
4039,4039,biochar_4103,14,,,,
4040,4040,biochar_4105,21,,,,
4041,4041,biochar_4107,26,,,,
4042,4042,biochar_4108,27,,,,
4043,4043,biochar_4109,19,,,,
4044,4044,biochar_4114,20,,,,
4045,4045,biochar_4117,17,,,,
4046,4046,biochar_4119,18,,,,
4047,4047,biochar_412,73,,,,
4048,4048,biochar_4121,18,,,,
4049,4049,biochar_4127,25,,,,
4050,4050,biochar_4129,23,,,,
4051,4051,biochar_413,81,,,,
4052,4052,biochar_4137,13,,,,
4053,4053,biochar_4140,15,,,,
4054,4054,biochar_4142,27,,,,
4055,4055,biochar_4145,15,,,,
4056,4056,biochar_4146,24,,,,
4057,4057,biochar_4148,31,,,,
4058,4058,biochar_4155,18,,,,
4059,4059,biochar_4157,17,,,,
4060,4060,biochar_4159,18,,,,
4061,4061,biochar_4161,29,,,,
4062,4062,biochar_4168,21,,,,
4063,4063,biochar_417,72,,,,
4064,4064,biochar_4171,16,,,,
4065,4065,biochar_4172,16,,,,
4066,4066,biochar_4176,24,,,,
4067,4067,biochar_4178,29,,,,
4068,4068,biochar_4189,16,,,,
4069,4069,biochar_419,80,,,,
4070,4070,biochar_4190,27,,,,
4071,4071,biochar_4191,23,,,,
4072,4072,biochar_4195,21,,,,
4073,4073,biochar_4196,14,,,,
4074,4074,biochar_4197,17,,,,
4075,4075,biochar_4199,18,,,,
4076,4076,biochar_42,127,,,,
4077,4077,biochar_420,78,,,,
4078,4078,biochar_4200,17,,,,
4079,4079,biochar_4204,15,,,,
4080,4080,biochar_4206,27,,,,
4081,4081,biochar_4208,17,,,,
4082,4082,biochar_421,70,,,,
4083,4083,biochar_4210,12,,,,
4084,4084,biochar_4211,21,,,,
4085,4085,biochar_4212,12,,,,
4086,4086,biochar_4216,14,,,,
4087,4087,biochar_422,80,,,,
4088,4088,biochar_4224,13,,,,
4089,4089,biochar_4225,21,,,,
4090,4090,biochar_4226,23,,,,
4091,4091,biochar_4228,16,,,,
4092,4092,biochar_423,62,,,,
4093,4093,biochar_4231,17,,,,
4094,4094,biochar_4232,23,,,,
4095,4095,biochar_4234,19,,,,
4096,4096,biochar_4238,21,,,,
4097,4097,biochar_4239,26,,,,
4098,4098,biochar_424,72,,,,
4099,4099,biochar_4240,18,,,,
4100,4100,biochar_4243,14,,,,
4101,4101,biochar_4245,14,,,,
4102,4102,biochar_4248,18,,,,
4103,4103,biochar_425,71,,,,
4104,4104,biochar_4254,16,,,,
4105,4105,biochar_4255,19,,,,
4106,4106,biochar_4256,5,,,,
4107,4107,biochar_4258,15,,,,
4108,4108,biochar_426,70,,,,
4109,4109,biochar_4263,18,,,,
4110,4110,biochar_4266,18,,,,
4111,4111,biochar_4275,20,,,,
4112,4112,biochar_4277,20,,,,
4113,4113,biochar_4278,26,,,,
4114,4114,biochar_4282,24,,,,
4115,4115,biochar_4283,18,,,,
4116,4116,biochar_4287,13,,,,
4117,4117,biochar_429,80,,,,
4118,4118,biochar_4292,17,,,,
4119,4119,biochar_4294,22,,,,
4120,4120,biochar_430,61,,,,
4121,4121,biochar_4300,23,,,,
4122,4122,biochar_4304,21,,,,
4123,4123,biochar_4305,14,,,,
4124,4124,biochar_4306,15,,,,
4125,4125,biochar_431,86,,,,
4126,4126,biochar_4311,21,,,,
4127,4127,biochar_4314,15,,,,
4128,4128,biochar_4315,15,,,,
4129,4129,biochar_4316,28,,,,
4130,4130,biochar_4318,12,,,,
4131,4131,biochar_432,81,,,,
4132,4132,biochar_4320,9,,,,
4133,4133,biochar_4321,12,,,,
4134,4134,biochar_4323,26,,,,
4135,4135,biochar_4329,16,,,,
4136,4136,biochar_433,65,,,,
4137,4137,biochar_4330,19,,,,
4138,4138,biochar_4331,15,,,,
4139,4139,biochar_4332,17,,,,
4140,4140,biochar_4333,24,,,,
4141,4141,biochar_4334,16,,,,
4142,4142,biochar_4337,22,,,,
4143,4143,biochar_4338,22,,,,
4144,4144,biochar_434,72,,,,
4145,4145,biochar_4341,33,,,,
4146,4146,biochar_4342,18,,,,
4147,4147,biochar_4344,26,,,,
4148,4148,biochar_4347,18,,,,
4149,4149,biochar_4349,14,,,,
4150,4150,biochar_435,53,,,,
4151,4151,biochar_4350,26,,,,
4152,4152,biochar_4352,25,,,,
4153,4153,biochar_4355,24,,,,
4154,4154,biochar_4359,14,,,,
4155,4155,biochar_4363,26,,,,
4156,4156,biochar_4366,20,,,,
4157,4157,biochar_4369,17,,,,
4158,4158,biochar_4370,15,,,,
4159,4159,biochar_4371,18,,,,
4160,4160,biochar_4373,13,,,,
4161,4161,biochar_4374,20,,,,
4162,4162,biochar_4389,18,,,,
4163,4163,biochar_4392,15,,,,
4164,4164,biochar_4394,14,,,,
4165,4165,biochar_4395,13,,,,
4166,4166,biochar_4396,14,,,,
4167,4167,biochar_4397,13,,,,
4168,4168,biochar_4398,6,,,,
4169,4169,biochar_44,89,,,,
4170,4170,biochar_4403,20,,,,
4171,4171,biochar_441,67,,,,
4172,4172,biochar_4412,16,,,,
4173,4173,biochar_4414,17,,,,
4174,4174,biochar_4418,14,,,,
4175,4175,biochar_442,75,,,,
4176,4176,biochar_4420,19,,,,
4177,4177,biochar_4422,28,,,,
4178,4178,biochar_4425,18,,,,
4179,4179,biochar_443,70,,,,
4180,4180,biochar_4431,17,,,,
4181,4181,biochar_4432,18,,,,
4182,4182,biochar_4434,18,,,,
4183,4183,biochar_4436,26,,,,
4184,4184,biochar_444,68,,,,
4185,4185,biochar_4440,18,,,,
4186,4186,biochar_4442,18,,,,
4187,4187,biochar_4444,16,,,,
4188,4188,biochar_4445,19,,,,
4189,4189,biochar_4446,16,,,,
4190,4190,biochar_4447,17,,,,
4191,4191,biochar_4450,21,,,,
4192,4192,biochar_4451,12,,,,
4193,4193,biochar_4453,26,,,,
4194,4194,biochar_4455,30,,,,
4195,4195,biochar_4459,26,,,,
4196,4196,biochar_4460,14,,,,
4197,4197,biochar_4462,25,,,,
4198,4198,biochar_4465,24,,,,
4199,4199,biochar_4468,14,,,,
4200,4200,biochar_447,59,,,,
4201,4201,biochar_4470,17,,,,
4202,4202,biochar_4472,17,,,,
4203,4203,biochar_4473,15,,,,
4204,4204,biochar_4474,19,,,,
4205,4205,biochar_4475,18,,,,
4206,4206,biochar_4478,22,,,,
4207,4207,biochar_4479,19,,,,
4208,4208,biochar_4482,16,,,,
4209,4209,biochar_4487,26,,,,
4210,4210,biochar_4489,32,,,,
4211,4211,biochar_449,86,,,,
4212,4212,biochar_4491,21,,,,
4213,4213,biochar_4492,17,,,,
4214,4214,biochar_4494,35,,,,
4215,4215,biochar_4498,15,,,,
4216,4216,biochar_4499,13,,,,
4217,4217,biochar_45,101,,,,
4218,4218,biochar_450,89,,,,
4219,4219,biochar_4502,24,,,,
4220,4220,biochar_4503,18,,,,
4221,4221,biochar_4506,23,,,,
4222,4222,biochar_451,57,,,,
4223,4223,biochar_4510,14,,,,
4224,4224,biochar_4511,35,,,,
4225,4225,biochar_4512,20,,,,
4226,4226,biochar_4513,19,,,,
4227,4227,biochar_4517,15,,,,
4228,4228,biochar_452,63,,,,
4229,4229,biochar_4520,15,,,,
4230,4230,biochar_4522,28,,,,
4231,4231,biochar_4523,26,,,,
4232,4232,biochar_4524,16,,,,
4233,4233,biochar_4527,27,,,,
4234,4234,biochar_453,77,,,,
4235,4235,biochar_4531,23,,,,
4236,4236,biochar_4532,18,,,,
4237,4237,biochar_4536,25,,,,
4238,4238,biochar_4538,21,,,,
4239,4239,biochar_4539,16,,,,
4240,4240,biochar_454,64,,,,
4241,4241,biochar_4543,14,,,,
4242,4242,biochar_4544,20,,,,
4243,4243,biochar_4546,16,,,,
4244,4244,biochar_4547,21,,,,
4245,4245,biochar_4549,34,,,,
4246,4246,biochar_455,61,,,,
4247,4247,biochar_4553,23,,,,
4248,4248,biochar_4554,14,,,,
4249,4249,biochar_4555,12,,,,
4250,4250,biochar_4557,29,,,,
4251,4251,biochar_4559,14,,,,
4252,4252,biochar_456,71,,,,
4253,4253,biochar_4568,23,,,,
4254,4254,biochar_4569,34,,,,
4255,4255,biochar_4570,17,,,,
4256,4256,biochar_4574,12,,,,
4257,4257,biochar_4575,23,,,,
4258,4258,biochar_4580,21,,,,
4259,4259,biochar_4588,18,,,,
4260,4260,biochar_4589,20,,,,
4261,4261,biochar_4591,9,,,,
4262,4262,biochar_4595,20,,,,
4263,4263,biochar_4596,13,,,,
4264,4264,biochar_4597,16,,,,
4265,4265,biochar_4598,33,,,,
4266,4266,biochar_4599,25,,,,
4267,4267,biochar_46,160,,,,
4268,4268,biochar_460,73,,,,
4269,4269,biochar_4602,11,,,,
4270,4270,biochar_4605,19,,,,
4271,4271,biochar_4606,15,,,,
4272,4272,biochar_4609,14,,,,
4273,4273,biochar_4611,19,,,,
4274,4274,biochar_4612,19,,,,
4275,4275,biochar_4613,10,,,,
4276,4276,biochar_4614,18,,,,
4277,4277,biochar_4615,23,,,,
4278,4278,biochar_4616,17,,,,
4279,4279,biochar_4620,18,,,,
4280,4280,biochar_4621,15,,,,
4281,4281,biochar_4625,20,,,,
4282,4282,biochar_4627,15,,,,
4283,4283,biochar_4628,14,,,,
4284,4284,biochar_463,72,,,,
4285,4285,biochar_4631,17,,,,
4286,4286,biochar_4632,16,,,,
4287,4287,biochar_4635,16,,,,
4288,4288,biochar_4638,17,,,,
4289,4289,biochar_464,52,,,,
4290,4290,biochar_4643,22,,,,
4291,4291,biochar_4645,18,,,,
4292,4292,biochar_4646,24,,,,
4293,4293,biochar_4648,14,,,,
4294,4294,biochar_465,68,,,,
4295,4295,biochar_4654,13,,,,
4296,4296,biochar_4656,16,,,,
4297,4297,biochar_4657,34,,,,
4298,4298,biochar_4659,18,,,,
4299,4299,biochar_466,62,,,,
4300,4300,biochar_4668,16,,,,
4301,4301,biochar_467,58,,,,
4302,4302,biochar_4670,11,,,,
4303,4303,biochar_4676,17,,,,
4304,4304,biochar_4678,21,,,,
4305,4305,biochar_468,81,,,,
4306,4306,biochar_4681,13,,,,
4307,4307,biochar_4684,31,,,,
4308,4308,biochar_4689,17,,,,
4309,4309,biochar_469,69,,,,
4310,4310,biochar_4692,28,,,,
4311,4311,biochar_4695,17,,,,
4312,4312,biochar_4696,17,,,,
4313,4313,biochar_4697,23,,,,
4314,4314,biochar_47,103,,,,
4315,4315,biochar_470,50,,,,
4316,4316,biochar_4701,12,,,,
4317,4317,biochar_4703,23,,,,
4318,4318,biochar_4705,19,,,,
4319,4319,biochar_471,74,,,,
4320,4320,biochar_4713,14,,,,
4321,4321,biochar_4718,16,,,,
4322,4322,biochar_4719,9,,,,
4323,4323,biochar_472,67,,,,
4324,4324,biochar_4720,8,,,,
4325,4325,biochar_4721,32,,,,
4326,4326,biochar_4724,20,,,,
4327,4327,biochar_4725,14,,,,
4328,4328,biochar_4727,12,,,,
4329,4329,biochar_473,69,,,,
4330,4330,biochar_4732,16,,,,
4331,4331,biochar_4735,13,,,,
4332,4332,biochar_4737,18,,,,
4333,4333,biochar_474,72,,,,
4334,4334,biochar_4741,7,,,,
4335,4335,biochar_4745,20,,,,
4336,4336,biochar_4747,24,,,,
4337,4337,biochar_4748,13,,,,
4338,4338,biochar_475,63,,,,
4339,4339,biochar_4750,23,,,,
4340,4340,biochar_4752,20,,,,
4341,4341,biochar_4753,21,,,,
4342,4342,biochar_4757,22,,,,
4343,4343,biochar_4758,20,,,,
4344,4344,biochar_476,74,,,,
4345,4345,biochar_4760,35,,,,
4346,4346,biochar_4761,12,,,,
4347,4347,biochar_4765,18,,,,
4348,4348,biochar_4766,21,,,,
4349,4349,biochar_4769,17,,,,
4350,4350,biochar_477,52,,,,
4351,4351,biochar_4772,22,,,,
4352,4352,biochar_4774,20,,,,
4353,4353,biochar_4776,18,,,,
4354,4354,biochar_478,66,,,,
4355,4355,biochar_4780,14,,,,
4356,4356,biochar_4781,11,,,,
4357,4357,biochar_4784,29,,,,
4358,4358,biochar_4787,12,,,,
4359,4359,biochar_4788,16,,,,
4360,4360,biochar_479,73,,,,
4361,4361,biochar_4791,27,,,,
4362,4362,biochar_4792,15,,,,
4363,4363,biochar_4796,25,,,,
4364,4364,biochar_4797,17,,,,
4365,4365,biochar_4799,12,,,,
4366,4366,biochar_48,125,,,,
4367,4367,biochar_480,65,,,,
4368,4368,biochar_4800,13,,,,
4369,4369,biochar_4801,17,,,,
4370,4370,biochar_4805,16,,,,
4371,4371,biochar_4807,18,,,,
4372,4372,biochar_4808,23,,,,
4373,4373,biochar_4809,15,,,,
4374,4374,biochar_4811,15,,,,
4375,4375,biochar_4812,16,,,,
4376,4376,biochar_4813,26,,,,
4377,4377,biochar_4815,16,,,,
4378,4378,biochar_4817,3,,,,
4379,4379,biochar_4818,20,,,,
4380,4380,biochar_482,69,,,,
4381,4381,biochar_4826,15,,,,
4382,4382,biochar_4828,14,,,,
4383,4383,biochar_483,59,,,,
4384,4384,biochar_4830,15,,,,
4385,4385,biochar_4831,21,,,,
4386,4386,biochar_4833,14,,,,
4387,4387,biochar_4835,13,,,,
4388,4388,biochar_484,85,,,,
4389,4389,biochar_4840,13,,,,
